text_input,reasoning_class,validity
"If Leo is kind, then Ivy is quiet. Ivy is quiet. Is Leo kind?",Affirming the Consequent,No
"If Victor is quiet, then Oscar is shy. Oscar is shy. Is Victor quiet?",Affirming the Consequent,No
"If Ivy is loud, then Tina is angry. Tina is angry. Is Ivy loud?",Affirming the Consequent,No
"If Xander is shy, then Rita is lazy. Rita is lazy. Is Xander shy?",Affirming the Consequent,No
"If Alice is lazy, then Wendy is loud. Wendy is loud. Is Alice lazy?",Affirming the Consequent,No
"If Jack is loud, then Grace is angry. Grace is angry. Is Jack loud?",Affirming the Consequent,No
"If Eve is proud, then Leo is shy. Leo is shy. Is Eve proud?",Affirming the Consequent,No
"If Hank is honest, then Wendy is quiet. Wendy is quiet. Is Hank honest?",Affirming the Consequent,No
"If Yara is proud, then Quinn is happy. Quinn is happy. Is Yara proud?",Affirming the Consequent,No
"If Charlie is angry, then Tina is quiet. Tina is quiet. Is Charlie angry?",Affirming the Consequent,No
"If Jack is brave, then Quinn is angry. Quinn is angry. Is Jack brave?",Affirming the Consequent,No
"If Ivy is kind, then Bob is brave. Bob is brave. Is Ivy kind?",Affirming the Consequent,No
"If Victor is kind, then Wendy is honest. Wendy is honest. Is Victor kind?",Affirming the Consequent,No
"If Leo is polite, then Oscar is short. Oscar is short. Is Leo polite?",Affirming the Consequent,No
"If Victor is calm, then Eve is shy. Eve is shy. Is Victor calm?",Affirming the Consequent,No
"If Oscar is shy, then Charlie is smart. Charlie is smart. Is Oscar shy?",Affirming the Consequent,No
"If Uma is honest, then Mona is rude. Mona is rude. Is Uma honest?",Affirming the Consequent,No
"If Leo is proud, then Yara is smart. Yara is smart. Is Leo proud?",Affirming the Consequent,No
"If Eve is curious, then Rita is proud. Rita is proud. Is Eve curious?",Affirming the Consequent,No
"If Uma is curious, then Ivy is polite. Ivy is polite. Is Uma curious?",Affirming the Consequent,No
"If Tina is tall, then Grace is calm. Grace is calm. Is Tina tall?",Affirming the Consequent,No
"If Quinn is short, then Victor is rude. Victor is rude. Is Quinn short?",Affirming the Consequent,No
"If Kara is proud, then Bob is curious. Bob is curious. Is Kara proud?",Affirming the Consequent,No
"If Yara is lazy, then Wendy is curious. Wendy is curious. Is Yara lazy?",Affirming the Consequent,No
"If Nina is brave, then Sam is happy. Sam is happy. Is Nina brave?",Affirming the Consequent,No
"If Rita is honest, then Sam is calm. Sam is calm. Is Rita honest?",Affirming the Consequent,No
"If Zane is polite, then Bob is angry. Bob is angry. Is Zane polite?",Affirming the Consequent,No
"If Hank is brave, then Uma is tall. Uma is tall. Is Hank brave?",Affirming the Consequent,No
"If Jack is lazy, then Oscar is brave. Oscar is brave. Is Jack lazy?",Affirming the Consequent,No
"If Quinn is curious, then Sam is shy. Sam is shy. Is Quinn curious?",Affirming the Consequent,No
"If Nina is quiet, then Alice is tall. Alice is tall. Is Nina quiet?",Affirming the Consequent,No
"If Jack is shy, then Frank is clever. Frank is clever. Is Jack shy?",Affirming the Consequent,No
"If Eve is happy, then Uma is lazy. Uma is lazy. Is Eve happy?",Affirming the Consequent,No
"If Oscar is clever, then Sam is gentle. Sam is gentle. Is Oscar clever?",Affirming the Consequent,No
"If Yara is short, then Nina is proud. Nina is proud. Is Yara short?",Affirming the Consequent,No
"If Diana is honest, then Charlie is quiet. Charlie is quiet. Is Diana honest?",Affirming the Consequent,No
"If Quinn is calm, then Rita is smart. Rita is smart. Is Quinn calm?",Affirming the Consequent,No
"If Frank is smart, then Xander is sad. Xander is sad. Is Frank smart?",Affirming the Consequent,No
"If Wendy is honest, then Uma is happy. Uma is happy. Is Wendy honest?",Affirming the Consequent,No
"If Tina is happy, then Rita is loud. Rita is loud. Is Tina happy?",Affirming the Consequent,No
"If Nina is rude, then Quinn is quiet. Quinn is quiet. Is Nina rude?",Affirming the Consequent,No
"If Leo is loud, then Zane is clever. Zane is clever. Is Leo loud?",Affirming the Consequent,No
"If Xander is shy, then Leo is tall. Leo is tall. Is Xander shy?",Affirming the Consequent,No
"If Victor is clever, then Leo is proud. Leo is proud. Is Victor clever?",Affirming the Consequent,No
"If Victor is proud, then Nina is gentle. Nina is gentle. Is Victor proud?",Affirming the Consequent,No
"If Yara is polite, then Grace is rude. Grace is rude. Is Yara polite?",Affirming the Consequent,No
"If Charlie is curious, then Quinn is polite. Quinn is polite. Is Charlie curious?",Affirming the Consequent,No
"If Yara is shy, then Quinn is tall. Quinn is tall. Is Yara shy?",Affirming the Consequent,No
"If Alice is happy, then Bob is rude. Bob is rude. Is Alice happy?",Affirming the Consequent,No
"If Kara is tall, then Oscar is smart. Oscar is smart. Is Kara tall?",Affirming the Consequent,No
"If Zane is shy, then Kara is quiet. Kara is quiet. Is Zane shy?",Affirming the Consequent,No
"If Tina is clever, then Kara is kind. Kara is kind. Is Tina clever?",Affirming the Consequent,No
"If Nina is shy, then Zane is tall. Zane is tall. Is Nina shy?",Affirming the Consequent,No
"If Tina is brave, then Frank is calm. Frank is calm. Is Tina brave?",Affirming the Consequent,No
"If Ivy is happy, then Oscar is sad. Oscar is sad. Is Ivy happy?",Affirming the Consequent,No
"If Xander is rude, then Quinn is clever. Quinn is clever. Is Xander rude?",Affirming the Consequent,No
"If Rita is curious, then Jack is quiet. Jack is quiet. Is Rita curious?",Affirming the Consequent,No
"If Eve is calm, then Frank is proud. Frank is proud. Is Eve calm?",Affirming the Consequent,No
"If Xander is gentle, then Diana is loud. Diana is loud. Is Xander gentle?",Affirming the Consequent,No
"If Victor is quiet, then Wendy is gentle. Wendy is gentle. Is Victor quiet?",Affirming the Consequent,No
"If Wendy is happy, then Quinn is kind. Quinn is kind. Is Wendy happy?",Affirming the Consequent,No
"If Yara is quiet, then Hank is proud. Hank is proud. Is Yara quiet?",Affirming the Consequent,No
"If Wendy is sad, then Alice is short. Alice is short. Is Wendy sad?",Affirming the Consequent,No
"If Mona is polite, then Charlie is kind. Charlie is kind. Is Mona polite?",Affirming the Consequent,No
"If Grace is gentle, then Uma is proud. Uma is proud. Is Grace gentle?",Affirming the Consequent,No
"If Paul is clever, then Ivy is loud. Ivy is loud. Is Paul clever?",Affirming the Consequent,No
"If Eve is smart, then Zane is sad. Zane is sad. Is Eve smart?",Affirming the Consequent,No
"If Charlie is brave, then Rita is clever. Rita is clever. Is Charlie brave?",Affirming the Consequent,No
"If Victor is tall, then Alice is rude. Alice is rude. Is Victor tall?",Affirming the Consequent,No
"If Quinn is happy, then Mona is tall. Mona is tall. Is Quinn happy?",Affirming the Consequent,No
"If Xander is rude, then Paul is shy. Paul is shy. Is Xander rude?",Affirming the Consequent,No
"If Nina is curious, then Frank is polite. Frank is polite. Is Nina curious?",Affirming the Consequent,No
"If Hank is happy, then Sam is lazy. Sam is lazy. Is Hank happy?",Affirming the Consequent,No
"If Alice is curious, then Oscar is sad. Oscar is sad. Is Alice curious?",Affirming the Consequent,No
"If Wendy is honest, then Uma is clever. Uma is clever. Is Wendy honest?",Affirming the Consequent,No
"If Quinn is angry, then Oscar is lazy. Oscar is lazy. Is Quinn angry?",Affirming the Consequent,No
"If Wendy is loud, then Kara is short. Kara is short. Is Wendy loud?",Affirming the Consequent,No
"If Paul is rude, then Alice is quiet. Alice is quiet. Is Paul rude?",Affirming the Consequent,No
"If Leo is loud, then Paul is sad. Paul is sad. Is Leo loud?",Affirming the Consequent,No
"If Jack is smart, then Rita is curious. Rita is curious. Is Jack smart?",Affirming the Consequent,No
"If Rita is polite, then Grace is tall. Grace is tall. Is Rita polite?",Affirming the Consequent,No
"If Quinn is shy, then Nina is calm. Nina is calm. Is Quinn shy?",Affirming the Consequent,No
"If Grace is shy, then Paul is clever. Paul is clever. Is Grace shy?",Affirming the Consequent,No
"If Kara is brave, then Mona is clever. Mona is clever. Is Kara brave?",Affirming the Consequent,No
"If Mona is gentle, then Ivy is lazy. Ivy is lazy. Is Mona gentle?",Affirming the Consequent,No
"If Victor is kind, then Sam is smart. Sam is smart. Is Victor kind?",Affirming the Consequent,No
"If Bob is short, then Hank is happy. Hank is happy. Is Bob short?",Affirming the Consequent,No
"If Zane is lazy, then Leo is kind. Leo is kind. Is Zane lazy?",Affirming the Consequent,No
"If Tina is shy, then Eve is quiet. Eve is quiet. Is Tina shy?",Affirming the Consequent,No
"If Ivy is shy, then Jack is kind. Jack is kind. Is Ivy shy?",Affirming the Consequent,No
"If Yara is lazy, then Alice is honest. Alice is honest. Is Yara lazy?",Affirming the Consequent,No
"If Tina is brave, then Nina is sad. Nina is sad. Is Tina brave?",Affirming the Consequent,No
"If Wendy is sad, then Alice is proud. Alice is proud. Is Wendy sad?",Affirming the Consequent,No
"If Eve is quiet, then Kara is rude. Kara is rude. Is Eve quiet?",Affirming the Consequent,No
"If Frank is short, then Wendy is honest. Wendy is honest. Is Frank short?",Affirming the Consequent,No
"If Zane is sad, then Tina is proud. Tina is proud. Is Zane sad?",Affirming the Consequent,No
"If Mona is happy, then Grace is calm. Grace is calm. Is Mona happy?",Affirming the Consequent,No
"If Ivy is loud, then Mona is sad. Mona is sad. Is Ivy loud?",Affirming the Consequent,No
"If Yara is short, then Oscar is happy. Oscar is happy. Is Yara short?",Affirming the Consequent,No
"If Uma is shy, then Frank is gentle. Frank is gentle. Is Uma shy?",Affirming the Consequent,No
"If Rita is short, then Zane is tall. Zane is tall. Is Rita short?",Affirming the Consequent,No
"If Eve is polite, then Leo is honest. Leo is honest. Is Eve polite?",Affirming the Consequent,No
"If Sam is brave, then Kara is calm. Kara is calm. Is Sam brave?",Affirming the Consequent,No
"If Xander is tall, then Bob is rude. Bob is rude. Is Xander tall?",Affirming the Consequent,No
"If Xander is polite, then Ivy is loud. Ivy is loud. Is Xander polite?",Affirming the Consequent,No
"If Mona is honest, then Oscar is brave. Oscar is brave. Is Mona honest?",Affirming the Consequent,No
"If Leo is short, then Ivy is lazy. Ivy is lazy. Is Leo short?",Affirming the Consequent,No
"If Tina is angry, then Bob is honest. Bob is honest. Is Tina angry?",Affirming the Consequent,No
"If Sam is smart, then Nina is short. Nina is short. Is Sam smart?",Affirming the Consequent,No
"If Nina is quiet, then Quinn is honest. Quinn is honest. Is Nina quiet?",Affirming the Consequent,No
"If Grace is angry, then Eve is tall. Eve is tall. Is Grace angry?",Affirming the Consequent,No
"If Ivy is lazy, then Frank is proud. Frank is proud. Is Ivy lazy?",Affirming the Consequent,No
"If Diana is honest, then Frank is angry. Frank is angry. Is Diana honest?",Affirming the Consequent,No
"If Rita is gentle, then Kara is brave. Kara is brave. Is Rita gentle?",Affirming the Consequent,No
"If Charlie is proud, then Tina is clever. Tina is clever. Is Charlie proud?",Affirming the Consequent,No
"If Eve is gentle, then Diana is proud. Diana is proud. Is Eve gentle?",Affirming the Consequent,No
"If Tina is lazy, then Jack is kind. Jack is kind. Is Tina lazy?",Affirming the Consequent,No
"If Bob is polite, then Leo is sad. Leo is sad. Is Bob polite?",Affirming the Consequent,No
"If Nina is gentle, then Rita is brave. Rita is brave. Is Nina gentle?",Affirming the Consequent,No
"If Jack is kind, then Kara is curious. Kara is curious. Is Jack kind?",Affirming the Consequent,No
"If Eve is shy, then Oscar is quiet. Oscar is quiet. Is Eve shy?",Affirming the Consequent,No
"If Oscar is happy, then Quinn is short. Quinn is short. Is Oscar happy?",Affirming the Consequent,No
"If Alice is clever, then Paul is proud. Paul is proud. Is Alice clever?",Affirming the Consequent,No
"If Grace is proud, then Sam is polite. Sam is polite. Is Grace proud?",Affirming the Consequent,No
"If Charlie is tall, then Kara is proud. Kara is proud. Is Charlie tall?",Affirming the Consequent,No
"If Wendy is proud, then Mona is calm. Mona is calm. Is Wendy proud?",Affirming the Consequent,No
"If Tina is short, then Uma is curious. Uma is curious. Is Tina short?",Affirming the Consequent,No
"If Hank is quiet, then Rita is tall. Rita is tall. Is Hank quiet?",Affirming the Consequent,No
"If Hank is quiet, then Ivy is clever. Ivy is clever. Is Hank quiet?",Affirming the Consequent,No
"If Yara is kind, then Mona is smart. Mona is smart. Is Yara kind?",Affirming the Consequent,No
"If Mona is loud, then Jack is proud. Jack is proud. Is Mona loud?",Affirming the Consequent,No
"If Mona is gentle, then Yara is proud. Yara is proud. Is Mona gentle?",Affirming the Consequent,No
"If Ivy is brave, then Grace is angry. Grace is angry. Is Ivy brave?",Affirming the Consequent,No
"If Tina is polite, then Wendy is rude. Wendy is rude. Is Tina polite?",Affirming the Consequent,No
"If Charlie is angry, then Sam is sad. Sam is sad. Is Charlie angry?",Affirming the Consequent,No
"If Bob is happy, then Rita is kind. Rita is kind. Is Bob happy?",Affirming the Consequent,No
"If Diana is happy, then Kara is brave. Kara is brave. Is Diana happy?",Affirming the Consequent,No
"If Charlie is kind, then Paul is polite. Paul is polite. Is Charlie kind?",Affirming the Consequent,No
"If Leo is proud, then Charlie is honest. Charlie is honest. Is Leo proud?",Affirming the Consequent,No
"If Paul is polite, then Hank is tall. Hank is tall. Is Paul polite?",Affirming the Consequent,No
"If Bob is kind, then Wendy is quiet. Wendy is quiet. Is Bob kind?",Affirming the Consequent,No
"If Jack is quiet, then Victor is honest. Victor is honest. Is Jack quiet?",Affirming the Consequent,No
"If Charlie is sad, then Eve is kind. Eve is kind. Is Charlie sad?",Affirming the Consequent,No
"If Rita is calm, then Nina is tall. Nina is tall. Is Rita calm?",Affirming the Consequent,No
"If Bob is honest, then Wendy is curious. Wendy is curious. Is Bob honest?",Affirming the Consequent,No
"If Hank is sad, then Mona is honest. Mona is honest. Is Hank sad?",Affirming the Consequent,No
"If Bob is rude, then Eve is honest. Eve is honest. Is Bob rude?",Affirming the Consequent,No
"If Kara is lazy, then Zane is curious. Zane is curious. Is Kara lazy?",Affirming the Consequent,No
"If Leo is rude, then Bob is clever. Bob is clever. Is Leo rude?",Affirming the Consequent,No
"If Xander is rude, then Hank is proud. Hank is proud. Is Xander rude?",Affirming the Consequent,No
"If Leo is happy, then Frank is shy. Frank is shy. Is Leo happy?",Affirming the Consequent,No
"If Quinn is rude, then Kara is smart. Kara is smart. Is Quinn rude?",Affirming the Consequent,No
"If Uma is brave, then Paul is quiet. Paul is quiet. Is Uma brave?",Affirming the Consequent,No
"If Tina is shy, then Zane is clever. Zane is clever. Is Tina shy?",Affirming the Consequent,No
"If Paul is sad, then Jack is lazy. Jack is lazy. Is Paul sad?",Affirming the Consequent,No
"If Victor is angry, then Eve is curious. Eve is curious. Is Victor angry?",Affirming the Consequent,No
"If Oscar is clever, then Yara is angry. Yara is angry. Is Oscar clever?",Affirming the Consequent,No
"If Rita is happy, then Grace is short. Grace is short. Is Rita happy?",Affirming the Consequent,No
"If Mona is angry, then Diana is quiet. Diana is quiet. Is Mona angry?",Affirming the Consequent,No
"If Hank is shy, then Eve is quiet. Eve is quiet. Is Hank shy?",Affirming the Consequent,No
"If Xander is curious, then Yara is short. Yara is short. Is Xander curious?",Affirming the Consequent,No
"If Oscar is sad, then Rita is loud. Rita is loud. Is Oscar sad?",Affirming the Consequent,No
"If Mona is happy, then Frank is angry. Frank is angry. Is Mona happy?",Affirming the Consequent,No
"If Alice is sad, then Tina is polite. Tina is polite. Is Alice sad?",Affirming the Consequent,No
"If Mona is lazy, then Diana is quiet. Diana is quiet. Is Mona lazy?",Affirming the Consequent,No
"If Bob is quiet, then Hank is shy. Hank is shy. Is Bob quiet?",Affirming the Consequent,No
"If Nina is loud, then Mona is proud. Mona is proud. Is Nina loud?",Affirming the Consequent,No
"If Bob is calm, then Mona is loud. Mona is loud. Is Bob calm?",Affirming the Consequent,No
"If Zane is gentle, then Bob is sad. Bob is sad. Is Zane gentle?",Affirming the Consequent,No
"If Charlie is quiet, then Frank is clever. Frank is clever. Is Charlie quiet?",Affirming the Consequent,No
"If Leo is smart, then Yara is calm. Yara is calm. Is Leo smart?",Affirming the Consequent,No
"If Eve is kind, then Uma is calm. Uma is calm. Is Eve kind?",Affirming the Consequent,No
"If Hank is clever, then Ivy is quiet. Ivy is quiet. Is Hank clever?",Affirming the Consequent,No
"If Nina is happy, then Victor is proud. Victor is proud. Is Nina happy?",Affirming the Consequent,No
"If Jack is calm, then Grace is short. Grace is short. Is Jack calm?",Affirming the Consequent,No
"If Mona is angry, then Sam is short. Sam is short. Is Mona angry?",Affirming the Consequent,No
"If Charlie is lazy, then Rita is proud. Rita is proud. Is Charlie lazy?",Affirming the Consequent,No
"If Frank is rude, then Oscar is short. Oscar is short. Is Frank rude?",Affirming the Consequent,No
"If Uma is short, then Kara is calm. Kara is calm. Is Uma short?",Affirming the Consequent,No
"If Jack is smart, then Wendy is proud. Wendy is proud. Is Jack smart?",Affirming the Consequent,No
"If Charlie is loud, then Jack is shy. Jack is shy. Is Charlie loud?",Affirming the Consequent,No
"If Oscar is happy, then Alice is polite. Alice is polite. Is Oscar happy?",Affirming the Consequent,No
"If Alice is tall, then Uma is honest. Uma is honest. Is Alice tall?",Affirming the Consequent,No
"If Zane is smart, then Victor is loud. Victor is loud. Is Zane smart?",Affirming the Consequent,No
"If Grace is polite, then Nina is loud. Nina is loud. Is Grace polite?",Affirming the Consequent,No
"If Sam is clever, then Victor is lazy. Victor is lazy. Is Sam clever?",Affirming the Consequent,No
"If Sam is happy, then Uma is proud. Uma is proud. Is Sam happy?",Affirming the Consequent,No
"If Bob is shy, then Alice is rude. Alice is rude. Is Bob shy?",Affirming the Consequent,No
"If Leo is rude, then Frank is smart. Frank is smart. Is Leo rude?",Affirming the Consequent,No
"If Mona is rude, then Oscar is angry. Oscar is angry. Is Mona rude?",Affirming the Consequent,No
"If Quinn is clever, then Yara is gentle. Yara is gentle. Is Quinn clever?",Affirming the Consequent,No
"If Diana is calm, then Oscar is loud. Oscar is loud. Is Diana calm?",Affirming the Consequent,No
"If Nina is quiet, then Ivy is proud. Ivy is proud. Is Nina quiet?",Affirming the Consequent,No
"If Yara is calm, then Victor is tall. Victor is tall. Is Yara calm?",Affirming the Consequent,No
"If Yara is gentle, then Sam is happy. Sam is happy. Is Yara gentle?",Affirming the Consequent,No
"If Leo is brave, then Jack is shy. Jack is shy. Is Leo brave?",Affirming the Consequent,No
"If Ivy is polite, then Diana is clever. Diana is clever. Is Ivy polite?",Affirming the Consequent,No
"If Paul is smart, then Eve is honest. Eve is honest. Is Paul smart?",Affirming the Consequent,No
"If Uma is calm, then Kara is smart. Kara is smart. Is Uma calm?",Affirming the Consequent,No
"If Sam is loud, then Wendy is clever. Wendy is clever. Is Sam loud?",Affirming the Consequent,No
"If Mona is lazy, then Eve is smart. Eve is smart. Is Mona lazy?",Affirming the Consequent,No
"If Uma is lazy, then Hank is rude. Hank is rude. Is Uma lazy?",Affirming the Consequent,No
"If Zane is curious, then Leo is shy. Leo is shy. Is Zane curious?",Affirming the Consequent,No
"If Victor is happy, then Frank is polite. Frank is polite. Is Victor happy?",Affirming the Consequent,No
"If Victor is calm, then Diana is lazy. Diana is lazy. Is Victor calm?",Affirming the Consequent,No
"If Oscar is proud, then Victor is shy. Victor is shy. Is Oscar proud?",Affirming the Consequent,No
"If Wendy is gentle, then Ivy is lazy. Ivy is lazy. Is Wendy gentle?",Affirming the Consequent,No
"If Quinn is tall, then Victor is shy. Victor is shy. Is Quinn tall?",Affirming the Consequent,No
"If Hank is short, then Yara is tall. Yara is tall. Is Hank short?",Affirming the Consequent,No
"If Eve is tall, then Charlie is proud. Charlie is proud. Is Eve tall?",Affirming the Consequent,No
"If Uma is smart, then Zane is brave. Zane is brave. Is Uma smart?",Affirming the Consequent,No
"If Xander is loud, then Victor is tall. Victor is tall. Is Xander loud?",Affirming the Consequent,No
"If Quinn is smart, then Yara is brave. Yara is brave. Is Quinn smart?",Affirming the Consequent,No
"If Yara is gentle, then Mona is rude. Mona is rude. Is Yara gentle?",Affirming the Consequent,No
"If Zane is proud, then Uma is kind. Uma is kind. Is Zane proud?",Affirming the Consequent,No
"If Paul is quiet, then Kara is honest. Kara is honest. Is Paul quiet?",Affirming the Consequent,No
"If Uma is curious, then Hank is lazy. Hank is lazy. Is Uma curious?",Affirming the Consequent,No
"If Oscar is brave, then Diana is rude. Diana is rude. Is Oscar brave?",Affirming the Consequent,No
"If Bob is calm, then Oscar is smart. Oscar is smart. Is Bob calm?",Affirming the Consequent,No
"If Eve is polite, then Alice is rude. Alice is rude. Is Eve polite?",Affirming the Consequent,No
"If Grace is short, then Sam is smart. Sam is smart. Is Grace short?",Affirming the Consequent,No
"If Tina is polite, then Jack is curious. Jack is curious. Is Tina polite?",Affirming the Consequent,No
"If Rita is rude, then Charlie is clever. Charlie is clever. Is Rita rude?",Affirming the Consequent,No
"If Grace is clever, then Nina is smart. Nina is smart. Is Grace clever?",Affirming the Consequent,No
"If Diana is loud, then Sam is happy. Sam is happy. Is Diana loud?",Affirming the Consequent,No
"If Jack is shy, then Grace is proud. Grace is proud. Is Jack shy?",Affirming the Consequent,No
"If Victor is honest, then Wendy is angry. Wendy is angry. Is Victor honest?",Affirming the Consequent,No
"If Leo is clever, then Diana is kind. Diana is kind. Is Leo clever?",Affirming the Consequent,No
"If Hank is happy, then Bob is polite. Bob is polite. Is Hank happy?",Affirming the Consequent,No
"If Uma is tall, then Paul is short. Paul is short. Is Uma tall?",Affirming the Consequent,No
"If Diana is curious, then Grace is angry. Grace is angry. Is Diana curious?",Affirming the Consequent,No
"If Rita is short, then Frank is tall. Frank is tall. Is Rita short?",Affirming the Consequent,No
"If Paul is curious, then Quinn is clever. Quinn is clever. Is Paul curious?",Affirming the Consequent,No
"If Grace is curious, then Leo is clever. Leo is clever. Is Grace curious?",Affirming the Consequent,No
"If Uma is smart, then Tina is shy. Tina is shy. Is Uma smart?",Affirming the Consequent,No
"If Tina is calm, then Ivy is lazy. Ivy is lazy. Is Tina calm?",Affirming the Consequent,No
"If Charlie is honest, then Victor is brave. Victor is brave. Is Charlie honest?",Affirming the Consequent,No
"If Charlie is brave, then Nina is gentle. Nina is gentle. Is Charlie brave?",Affirming the Consequent,No
"If Nina is quiet, then Rita is calm. Rita is calm. Is Nina quiet?",Affirming the Consequent,No
"If Frank is happy, then Wendy is brave. Wendy is brave. Is Frank happy?",Affirming the Consequent,No
"If Grace is angry, then Leo is happy. Leo is happy. Is Grace angry?",Affirming the Consequent,No
"If Alice is sad, then Oscar is happy. Oscar is happy. Is Alice sad?",Affirming the Consequent,No
"If Ivy is lazy, then Alice is proud. Alice is proud. Is Ivy lazy?",Affirming the Consequent,No
"If Leo is tall, then Quinn is quiet. Quinn is quiet. Is Leo tall?",Affirming the Consequent,No
"If Diana is honest, then Charlie is loud. Charlie is loud. Is Diana honest?",Affirming the Consequent,No
"If Alice is curious, then Nina is gentle. Nina is gentle. Is Alice curious?",Affirming the Consequent,No
"If Tina is loud, then Rita is proud. Rita is proud. Is Tina loud?",Affirming the Consequent,No
"If Leo is brave, then Quinn is clever. Quinn is clever. Is Leo brave?",Affirming the Consequent,No
"If Jack is happy, then Victor is smart. Victor is smart. Is Jack happy?",Affirming the Consequent,No
"If Eve is clever, then Alice is proud. Alice is proud. Is Eve clever?",Affirming the Consequent,No
"If Xander is honest, then Frank is loud. Frank is loud. Is Xander honest?",Affirming the Consequent,No
"If Mona is rude, then Rita is loud. Rita is loud. Is Mona rude?",Affirming the Consequent,No
"If Jack is smart, then Ivy is angry. Ivy is angry. Is Jack smart?",Affirming the Consequent,No
"If Hank is proud, then Grace is sad. Grace is sad. Is Hank proud?",Affirming the Consequent,No
"If Wendy is tall, then Leo is kind. Leo is kind. Is Wendy tall?",Affirming the Consequent,No
"If Zane is sad, then Quinn is gentle. Quinn is gentle. Is Zane sad?",Affirming the Consequent,No
"If Uma is quiet, then Diana is tall. Diana is tall. Is Uma quiet?",Affirming the Consequent,No
"If Xander is honest, then Yara is gentle. Yara is gentle. Is Xander honest?",Affirming the Consequent,No
"If Paul is rude, then Alice is short. Alice is short. Is Paul rude?",Affirming the Consequent,No
"If Sam is quiet, then Zane is calm. Zane is calm. Is Sam quiet?",Affirming the Consequent,No
"If Leo is kind, then Hank is clever. Hank is clever. Is Leo kind?",Affirming the Consequent,No
"If Jack is shy, then Ivy is quiet. Ivy is quiet. Is Jack shy?",Affirming the Consequent,No
"If Wendy is kind, then Eve is honest. Eve is honest. Is Wendy kind?",Affirming the Consequent,No
"If Ivy is angry, then Diana is calm. Diana is calm. Is Ivy angry?",Affirming the Consequent,No
"If Frank is polite, then Ivy is gentle. Ivy is gentle. Is Frank polite?",Affirming the Consequent,No
"If Victor is proud, then Kara is honest. Kara is honest. Is Victor proud?",Affirming the Consequent,No
"If Uma is shy, then Kara is quiet. Kara is quiet. Is Uma shy?",Affirming the Consequent,No
"If Zane is calm, then Wendy is honest. Wendy is honest. Is Zane calm?",Affirming the Consequent,No
"If Paul is smart, then Oscar is happy. Oscar is happy. Is Paul smart?",Affirming the Consequent,No
"If Eve is sad, then Quinn is short. Quinn is short. Is Eve sad?",Affirming the Consequent,No
"If Nina is tall, then Eve is loud. Eve is loud. Is Nina tall?",Affirming the Consequent,No
"If Paul is curious, then Ivy is rude. Ivy is rude. Is Paul curious?",Affirming the Consequent,No
"If Xander is polite, then Zane is brave. Zane is brave. Is Xander polite?",Affirming the Consequent,No
"If Nina is kind, then Charlie is sad. Charlie is sad. Is Nina kind?",Affirming the Consequent,No
"If Hank is rude, then Tina is gentle. Tina is gentle. Is Hank rude?",Affirming the Consequent,No
"If Sam is calm, then Victor is proud. Victor is proud. Is Sam calm?",Affirming the Consequent,No
"If Grace is shy, then Charlie is clever. Charlie is clever. Is Grace shy?",Affirming the Consequent,No
"If Alice is sad, then Kara is brave. Kara is brave. Is Alice sad?",Affirming the Consequent,No
"If Quinn is proud, then Hank is curious. Hank is curious. Is Quinn proud?",Affirming the Consequent,No
"If Wendy is clever, then Eve is happy. Eve is happy. Is Wendy clever?",Affirming the Consequent,No
"If Victor is rude, then Wendy is lazy. Wendy is lazy. Is Victor rude?",Affirming the Consequent,No
"If Paul is curious, then Kara is smart. Kara is smart. Is Paul curious?",Affirming the Consequent,No
"If Ivy is calm, then Victor is loud. Victor is loud. Is Ivy calm?",Affirming the Consequent,No
"If Yara is calm, then Eve is quiet. Eve is quiet. Is Yara calm?",Affirming the Consequent,No
"If Nina is gentle, then Charlie is short. Charlie is short. Is Nina gentle?",Affirming the Consequent,No
"If Yara is tall, then Wendy is gentle. Wendy is gentle. Is Yara tall?",Affirming the Consequent,No
"If Rita is brave, then Quinn is calm. Quinn is calm. Is Rita brave?",Affirming the Consequent,No
"If Xander is loud, then Charlie is kind. Charlie is kind. Is Xander loud?",Affirming the Consequent,No
"If Grace is rude, then Paul is happy. Paul is happy. Is Grace rude?",Affirming the Consequent,No
"If Grace is shy, then Yara is proud. Yara is proud. Is Grace shy?",Affirming the Consequent,No
"If Ivy is smart, then Mona is lazy. Mona is lazy. Is Ivy smart?",Affirming the Consequent,No
"If Zane is short, then Uma is quiet. Uma is quiet. Is Zane short?",Affirming the Consequent,No
"If Rita is happy, then Ivy is honest. Ivy is honest. Is Rita happy?",Affirming the Consequent,No
"If Tina is gentle, then Paul is angry. Paul is angry. Is Tina gentle?",Affirming the Consequent,No
"If Nina is sad, then Quinn is gentle. Quinn is gentle. Is Nina sad?",Affirming the Consequent,No
"If Uma is smart, then Sam is short. Sam is short. Is Uma smart?",Affirming the Consequent,No
"If Oscar is proud, then Uma is happy. Uma is happy. Is Oscar proud?",Affirming the Consequent,No
"If Jack is loud, then Leo is rude. Leo is rude. Is Jack loud?",Affirming the Consequent,No
"If Uma is clever, then Sam is calm. Sam is calm. Is Uma clever?",Affirming the Consequent,No
"If Uma is sad, then Zane is tall. Zane is tall. Is Uma sad?",Affirming the Consequent,No
"If Hank is proud, then Xander is rude. Xander is rude. Is Hank proud?",Affirming the Consequent,No
"If Uma is honest, then Ivy is quiet. Ivy is quiet. Is Uma honest?",Affirming the Consequent,No
